venue_name,venue_id,city_name,n_events,n_artists,first_event,last_event
Backesto Park,bd35d3a,San Jose,1,1,2019-08-17,2019-08-17
Wilson Creek Winery,6bd2967e,Temecula,1,1,2022-09-21,2022-09-21
Martinis Above Fourth,43de233f,San Diego,1,1,2019-08-22,2019-08-22
Clif Bar & Co,13d3ed4d,Emeryville,1,1,2019-09-06,2019-09-06
Daily's Sports Grill,33d13851,Rancho Santa Margarita,1,1,2019-11-15,2019-11-15
Chico Masonic Family Center,4bd25782,Chico,1,1,2018-12-15,2018-12-15
Santa Clara University,7bd7aa00,Santa Clara,1,1,2019-10-18,2019-10-18
Oasis,33d57cb9,San Francisco,1,1,2018-10-04,2018-10-04
Golden China,33d738b5,Ventura,1,1,2019-10-15,2019-10-15
Wylde Works,73d042c9,Santa Barbara,1,1,2022-12-13,2022-12-13
Odd Fellows Hall,33d598d9,Davis,1,1,2019-09-20,2019-09-20
The Caviar Co.,7bd06618,Tiburon,1,1,2022-09-23,2022-09-23
Frog & Peach Pub,3d5a9b3,San Luis Obispo,1,1,2018-09-25,2018-09-25
Seven Grand,13d13551,Los Angeles,1,1,2022-10-28,2022-10-28
Flynn's Cabaret & Steakhouse,1bd3a18c,Felton,1,1,2018-10-11,2018-10-11
"",6bd38a72,Boulder Creek,1,1,2018-11-16,2018-11-16
Grace Cathedral,bd7158e,San Francisco,1,1,2018-11-30,2018-11-30
Audiowild Studios,3d051e7,Idyllwild,1,1,2022-10-28,2022-10-28
Lincoln Lodge,23d0bcd7,Oakland,1,1,2018-08-08,2018-08-08
Reds Meadow,13de2969,Mammoth,1,1,2022-08-26,2022-08-26
Central Park,1bd2ad24,Santa Clarita,1,1,2018-09-15,2018-09-15
Svedale,53d067b1,Morgan Hill,1,1,2022-09-17,2022-09-17
La Peña Cultural Center,5bd3b3e8,Berkeley,1,1,2018-09-14,2018-09-14
The Sycamore,23d1bc7f,San Francisco,1,1,2022-12-17,2022-12-17
"California State University, Chico",73d2f6b1,Chico,1,1,2018-09-01,2018-09-01
Poplar Creek Golf Course,3dfa1fb,San Mateo,1,1,2022-09-08,2022-09-08
UCSB Music Bowl,bd171a6,University of California Santa Barbara Campus,1,1,2018-08-18,2018-08-18
All Kinds Studios,73d00e31,Ventura,1,1,2022-08-26,2022-08-26
Block Party,7bd27a68,Los Angeles,1,1,2018-10-21,2018-10-21
Burton Middle School,13dfa97d,Porterville,1,1,2022-11-08,2022-11-08
Montalvo Garden Theatre,4bd73372,Saratoga,1,1,2018-10-18,2018-10-18
Tao,3bd05040,Los Angeles,1,1,2022-10-31,2022-10-31
Colton Hall Museum,23d26c03,Monterey,1,1,2018-11-10,2018-11-10
Centerfield Sports Bar & Grill,2bd3a0a2,Huntington Beach,1,1,2018-09-29,2018-09-29
St. Michael's by-the-Sea Episcopal Church,43de6be7,Carlsbad,1,1,2018-08-24,2018-08-24
"F.O.E. Hall,",4bd05bf6,National City,1,1,2022-10-15,2022-10-15
Boardwalk's Cocoanut Grove,3d38dcf,Santa Cruz,1,1,2018-10-05,2018-10-05
5th Avenue Landing,7bd04eb0,San Diego,1,1,2022-11-18,2022-11-18
Private Venue,3bd05450,Pleasant Hill,1,1,2018-09-22,2018-09-22
Poor Richards Pizza,7bdfae88,Springville,1,1,2022-12-31,2022-12-31
Melody Ehsani,33d26ca9,Los Angeles,1,1,2018-11-11,2018-11-11
AllBright Los Angeles Members' Club,73d02269,Los Angeles,1,1,2019-09-25,2019-09-25
American Legion Post 241,23d2788b,Baldwin Park,1,1,2018-10-19,2018-10-19
Blue Mountain Event Center,73d196e1,Wilseyville,1,1,2022-09-22,2022-09-22
Fort Mason,bd66566,San Francisco,1,1,2018-12-31,2018-12-31
Iron Springs,33d20491,Fairfax,1,1,2019-12-03,2019-12-03
The Sanctuary,13d3b959,Arcata,1,1,2018-09-12,2018-09-12
KRSH FM Studios,1bd3b188,Santa Rosa,1,1,2018-08-19,2018-08-19
Little Hill Lounge,23dfbcab,El Cerrito,1,1,2018-10-03,2018-10-03
Mauli Ola Foundation,6bd32642,Newport Beach,1,1,2020-02-08,2020-02-08
Fox Theater,7bd2e298,San Francisco,1,1,2022-11-18,2022-11-18
AMSD,5bd333ec,San Diego,1,1,2020-01-12,2020-01-12
Community Farmer's Market,53d063cd,Ojai,1,1,2022-09-29,2022-09-29
Ariel’s,1bd03dcc,Oakland,1,1,2018-08-08,2018-08-08
Lab Social Speakeasy,23d134d7,Santa Barbara,1,1,2022-11-23,2022-11-23
The Pour House,1bd5a9bc,Paso Robles,1,1,2020-01-31,2020-01-31
The Thirsty Axe,2bd0241a,Ukiah,1,1,2022-08-26,2022-08-26
Phoenix,3bd3288c,Alameda,1,1,2020-02-21,2020-02-21
Bawir Retreat,73d06a95,Loomis,1,1,2022-09-17,2022-09-17
Tri-County Fairgrounds,3d29d77,Bishop,1,1,2020-11-14,2020-11-14
Birch North Park Theatre,53d6dbbd,San Diego,1,1,2022-09-30,2022-09-30
Yreka Community Center,4bd27336,Yreka,1,1,2018-10-20,2018-10-20
Shepherd of the Hills UMC,73d06659,Mission Viejo,1,1,2022-09-16,2022-09-16
h Club Los Angeles,43d3fb2b,Los Angeles,1,1,2020-02-20,2020-02-20
LA Center Studios,4bd6530e,Los Angeles,1,1,2022-10-01,2022-10-01
Johnny's Bar and Grill,3d44db7,Lompoc,1,1,2020-02-29,2020-02-29
Fox Wine Co.,23d07c8b,Santa Barbara,1,1,2022-11-12,2022-11-12
Sun Fair Dry Lake,2bd34c42,Joshua Tree,1,1,2020-10-31,2020-10-31
Palomar Medical Center Escondido,63d05e0b,Escondido,1,1,2022-10-08,2022-10-08
Eureka Main Library,5bd353a4,Eureka,1,1,2020-10-31,2020-10-31
Five Suns Brewery,63d04edb,Martinez,1,1,2022-10-28,2022-10-28
Jesus Culture Church,63d5e65f,Sacramento,1,1,2018-10-28,2018-10-28
Berkley Sound,bd05d02,San Diego,1,1,2022-10-02,2022-10-02
Denio's Market,53d1b395,Roseville,1,1,2020-11-13,2020-11-13
Halvorsen Park,53d29bf5,Eureka,1,1,2022-10-16,2022-10-16
Canfield-Moreno Estate,43d5ff9b,Los Angeles,1,1,2020-06-27,2020-06-27
Alamitos Beach,53d41f5d,Long Beach,1,1,2022-09-08,2022-09-08
Nu-Tone Studios,33d0bcbd,Pittsburg,1,1,2020-06-28,2020-06-28
Torch Club,43d7336b,Sacramento,1,1,2022-10-14,2022-10-14
Whittier Center Theatre,6bd39246,Whittier,1,1,2020-07-16,2020-07-16
Agua Caliente Casino,3bd0e040,Palm Springs,1,1,2022-08-31,2022-08-31
O'Donovan's Restaurant & Pub,33d3689d,Pomona,1,1,2018-12-01,2018-12-01
The Haven,43d0fbdf,Pomona,1,1,2022-10-08,2022-10-08
UCSD RIMAC Field,43d78b03,La Jolla,1,1,2019-10-19,2019-10-19
Gre Records & Coffee,6bd066e6,Palm Springs,1,1,2022-09-21,2022-09-21
Canals,43d387f7,Venice,1,1,2018-09-08,2018-09-08
The Awe Bar,3bd1b894,Yucca Valley,1,1,2022-12-16,2022-12-16
The Jason Ellis Show,53d03b71,Los Angeles,1,1,2019-12-11,2019-12-11
Balboa Park,1bd7710c,San Diego,1,1,2022-10-05,2022-10-05
Kate Somerville Skincare,23d3dcc3,Los Angeles,1,1,2019-10-10,2019-10-10
Vibiana,23d658af,Los Angeles,1,1,2021-12-17,2021-12-17
Isle of Gamers,73df9a4d,Santa Clara,1,1,2019-10-19,2019-10-19
Arcadia Blues Club,23d520e7,Arcadia,1,1,2020-02-29,2020-02-29
Cyclone Warehouse,33d64421,San Francisco,1,1,2018-08-31,2018-08-31
St Elias Pl.,3d0299b,Davis,1,1,2020-09-26,2020-09-26
Artists' Television Access,13d3a1bd,San Francisco,1,1,2018-12-22,2018-12-22
SIR Studios,1bd5bdb0,Los Angeles,1,1,2020-11-21,2020-11-21
The Rare Barrel,43d273cf,Berkeley,1,1,2018-11-09,2018-11-09
Private Venue,bd3550e,Escondido,1,1,2020-10-08,2020-10-08
Roswell Pro Audio,6bd0e2ae,Sebastopol,1,1,2018-09-11,2018-09-11
Baked Potato,3bd54c64,Pasadena,1,1,2020-01-01,2020-01-01
Jackson Hall,73d44a59,Davis,1,1,2018-11-14,2018-11-14
The Talk,63d46267,Los Angeles,1,1,2020-05-11,2020-05-11
Los Angeles State Fair,bd7fdbe,Los Angeles,1,1,2019-09-28,2019-09-28
Private Venue,43d0bb4b,Downey,1,1,2020-04-11,2020-04-11
La Jolla Playhouse,73d29a21,La Jolla,1,1,2019-10-14,2019-10-14
Laney Parking Lot,2bde649e,Oakland,1,1,2020-10-15,2020-10-15
wework,3d389cb,Mill Valley,1,1,2019-10-17,2019-10-17
"California Ballroom, Hilton Anaheim",1bd251c8,Anaheim,1,1,2020-01-18,2020-01-18
Noe Valley Ministry,bd505a6,San Francisco,1,1,2019-10-13,2019-10-13
Mates Rehearsal,bd62506,Los Angeles,1,1,2020-07-23,2020-07-23
Jupiter Taproom,13d23971,Berkeley,1,1,2018-10-05,2018-10-05
KTLA Studios,bd4f9b6,Los Angeles,1,1,2020-03-05,2020-03-05
Yerba Buena Center for the Arts,33d6d8f1,San Francisco,1,1,2019-11-20,2019-11-20
The Edison,3bd2c844,Los Angeles,1,1,2020-01-23,2020-01-23
OMG,73d06ad5,San Francisco,1,1,2018-12-07,2018-12-07
Folk Music Center,63d7162b,Claremont,1,1,2020-01-31,2020-01-31
Water Wheel Saloon,73d3ce19,Norco,1,1,2019-09-11,2019-09-11
Private Venue,73d23691,Arcata,1,1,2020-02-11,2020-02-11
Community Center,23d3b8e3,Lafayette,1,1,2019-09-06,2019-09-06
Spanos Theatre,23d6580f,San Luis Obispo,1,1,2020-09-19,2020-09-19
Aletheia Springs,3d3c52b,Glen Ellen,1,1,2019-12-07,2019-12-07
Hyde Street Studios,33d1a079,San Francisco,1,1,2020-04-02,2020-04-02
The Halley,23d184bb,Los Angeles,1,1,2019-10-30,2019-10-30
32nd Annual Supercomputing Celebration,6bd34ee2,San Diego,1,1,2020-11-17,2020-11-17
Skate Lab,6bd20646,Simi Valley,1,1,2018-10-01,2018-10-01
Carlsbad Community Cultural Arts Center,43d327ef,Carlsbad,1,1,2020-02-28,2020-02-28
Roundup Saloon,63d2b2f3,Lafayette,1,1,2018-11-23,2018-11-23
Visalia Convention Center,3d67d9b,Visalia,1,1,2020-01-27,2020-01-27
The Packinghouse,2bd660b6,Redlands,1,1,2019-10-11,2019-10-11
Mill Creek Cattle Co.,3bd6442c,Mentone,1,1,2019-10-18,2019-10-18
Paramount Ballroom,5bd4df64,Boyle Heights,1,1,2019-09-08,2019-09-08
Sun City Roseville,43d56fd3,Roseville,1,1,2019-10-26,2019-10-26
@the Grounds,73d3e6d5,Roseville,1,1,2019-10-04,2019-10-04
Oroville Veterans Memorial Hall,23d39807,Oroville,1,1,2019-10-05,2019-10-05
A Shop Called Quest,3d19deb,Los Angeles,1,1,2019-12-01,2019-12-01
Oreana Winery,43d0b707,Santa Barbara,1,1,2019-09-01,2019-09-01
Round Two Clothing Store,53d20785,Los Angeles,1,1,2018-09-12,2018-09-12
Navel,bd23dee,Los Angeles,1,1,2019-09-13,2019-09-13
Fatbeats,33de7071,Los Angeles,1,1,2018-12-30,2018-12-30
Unitarian Universalist Church of Pasadena,7bde4204,Pasadena,1,1,2019-11-17,2019-11-17
UCSB Multicultural Center,1bd171a0,University of California Santa Barbara Campus,1,1,2018-10-12,2018-10-12
Spirithaus Gallery,bd3e55e,Oakland,1,1,2019-09-22,2019-09-22
Lot 1,33d75465,Los Angeles,1,1,2018-09-22,2018-09-22
Rio Nilo Night Club,63d3c2a7,Fullerton,1,1,2019-12-26,2019-12-26
Top Notch Kustoms,5bde9314,San Jose,1,1,2018-12-01,2018-12-01
Long Beach Playhouse,53d3f7b9,Long Beach,1,1,2019-08-25,2019-08-25
Crowne Plaza Hotel,6bd5aec2,San Diego,1,1,2018-08-12,2018-08-12
Camarillo Community Church,4bd57766,Camarillo,1,1,2019-09-17,2019-09-17
Jacaranda Veranda,3d20dff,Rancho Palos Verdes,1,1,2018-09-08,2018-09-08
The Episcopal Church of Saint John the Evangelist,1bd059a4,San Francisco,1,1,2019-10-24,2019-10-24
Courthouse Square,33d19419,Santa Rosa,1,1,2018-09-30,2018-09-30
Landers Brew Co.,53d22fad,Landers,1,1,2019-09-20,2019-09-20
Break Room 86,7bd2be30,Los Angeles,1,1,2018-08-28,2018-08-28
San Diego Metal Swap Meet,6bd3de1a,San Diego,1,1,2019-10-19,2019-10-19
Timewarp Music,3d2c11f,Los Angeles,1,1,2018-09-22,2018-09-22
ShBoom Nightclub,3bd07834,San Ramon,1,1,2019-10-18,2019-10-18
No Name,53d27f1d,Los Angeles,1,1,2018-11-14,2018-11-14
HVW8 Art + Design Gallery,7bd34650,Los Angeles,1,1,2019-12-13,2019-12-13
"",13d069e1,Granada Hills,1,1,2018-12-22,2018-12-22
Jury Room,5bd0f368,Santa Cruz,1,1,2019-11-22,2019-11-22
Quincy Street LTD,3bd3bca0,Oxnard,1,1,2018-08-07,2018-08-07
Hermosa Saloon,63d20acb,Hermosa Beach,1,1,2019-11-16,2019-11-16
PIER 27 The Embarcadero,bd0cd56,San Francisco,1,1,2018-08-18,2018-08-18
Anchor Brewing,6bd20662,San Francisco,1,1,2019-08-18,2019-08-18
Espacio 1839,63d59e07,Boyle Heights,1,1,2018-12-18,2018-12-18
Toolbox LA,63d3f24f,Los Angeles,1,1,2019-09-07,2019-09-07
Republic of Pie,3d271b7,Los Angeles,1,1,2018-11-01,2018-11-01
Town Square Park,5bd407cc,Murrieta,1,1,2019-09-28,2019-09-28
Envelop SF,1bd3f514,San Francisco,1,1,2018-10-15,2018-10-15
Winifred Smith Hall,73d27a6d,Irvine,1,1,2018-10-24,2018-10-24
Balboa Theater,23d60c23,Los Angeles,1,1,2018-12-10,2018-12-10
Hyatt Regency Hotel,73d28ad1,San Francisco,1,1,2018-09-15,2018-09-15
Spreckels Park,53d003a1,Coronado,1,1,2018-08-12,2018-08-12
AT&T Sound Studio,63d24a9b,Los Angeles,1,1,2018-09-13,2018-09-13
The Art Kamangar Center at The Merced Theatre,6bd39e72,Merced,1,1,2018-11-02,2018-11-02
California Veteran's Home,4bd35b6a,Barstow,1,1,2018-12-06,2018-12-06
Casino Pauma,1bd49dac,Pauma Valley,1,1,2018-09-07,2018-09-07
Orange Memorial Park,53d13795,South San Francisco,1,1,2018-09-22,2018-09-22
Dirk's Niteclub,73d27611,Lemon Grove,1,1,2018-10-13,2018-10-13
Six Flags Magic Mountain,53d39319,Santa Clarita,1,1,2018-09-14,2018-09-14
SP2 Communal Bar + Restaurant,1bd0f1d8,San Jose,1,1,2018-08-25,2018-08-25
San Geronimo Valley Community Center,23d2049f,San Geronimo,1,1,2018-09-15,2018-09-15
"Bret Harte Middle School, Oakland Campus",3d35d3f,Oakland,1,1,2018-10-25,2018-10-25
Pittsburg Marina,53d213c9,Pittsburg,1,1,2018-09-08,2018-09-08
"Muse, Studio City",13d20969,Los Angeles,1,1,2018-09-15,2018-09-15
Half-Pipe House,3bd218a0,Goleta,1,1,2018-08-23,2018-08-23
Colma Community Center,73d20605,Colma,1,1,2018-08-09,2018-08-09
"",33d44c85,San Juan Capistrano,1,1,2018-11-11,2018-11-11
Farley's,1bd21918,San Francisco,1,1,2018-08-20,2018-08-20
Sonoma State University,13d59529,Rohnert Park,1,1,2018-08-16,2018-08-16
Comedy Bang! Bang!,33d210c5,Los Angeles,1,1,2018-08-13,2018-08-13
Big Shotz Bar & Grill,3d0812b,Lancaster,1,1,2018-12-09,2018-12-09
Tesla Factory,7bd21ea4,Fremont,1,1,2018-08-17,2018-08-17
Stramler Park,43d60f87,Bakersfield,1,1,2018-10-05,2018-10-05
Marin Country Club,33d23481,Novato,1,1,2022-12-31,2022-12-31
Dogpatch Studios,63d7ce07,San Francisco,1,1,2018-09-21,2018-09-21
Downtown,53d42fd9,San Jose,1,1,2022-09-10,2022-09-10
Preservation Hall West at The Chapel,13d75909,San Francisco,1,1,2018-11-07,2018-11-07
Licorice Pizza Record Store,23d2707f,Los Angeles,1,1,2022-10-20,2022-10-20
Cosmic Cube,2bd2707a,Temple City,1,1,2018-10-30,2018-10-30
3D Live And Capture Studios,2bd18c5e,Los Angeles,1,1,2022-10-29,2022-10-29
Jack Tygett Performing Arts Theatre,53de1f6d,Chula Vista,1,1,2018-10-06,2018-10-06
MakeOutMusic,73d0725d,Los Angeles,1,1,2022-10-29,2022-10-29
Chickster's Nest,43d2773b,Claremont,1,1,2018-10-17,2018-10-17
Eagle's Nest Saloon,33d054b1,Lawndale,1,1,2022-10-22,2022-10-22
So You Think You Can Dance,bd43d7e,Los Angeles,1,1,2018-09-10,2018-09-10
L.A. River Studios,6bd5fafa,Los Angeles,1,1,2022-12-03,2022-12-03
Private Venue,3d3b5f7,San Clemente,1,1,2018-12-08,2018-12-08
Bastards Canteen,bd135b2,Temecula,1,1,2022-12-01,2022-12-01
Overtime Bar,6bd0e692,Redding,1,1,2018-09-28,2018-09-28
La Salles,4bd18326,Chico,1,1,2022-11-03,2022-11-03
Historic Eagle House,7bd2cedc,Eureka,1,1,2018-12-15,2018-12-15
Devils Parlor,3d16d3f,Oakland,1,1,2022-12-21,2022-12-21
Chris Wilson Ranch,63d32e13,Santa Paula,1,1,2018-09-30,2018-09-30
Humble Heart,6bd1aab6,San Diego,1,1,2022-11-18,2022-11-18
Salon SJ,43d1dfbf,San Jose,1,1,2018-09-17,2018-09-17
Old World,33d46055,Huntington Beach,1,1,2022-09-10,2022-09-10
Pavilion Stage,63d0e693,Fresno,1,1,2018-10-13,2018-10-13
The Market at Town's End,6bd04e7a,Apple Valley,1,1,2022-10-08,2022-10-08
Day Dream,63d0228f,Sacramento,1,1,2018-08-05,2018-08-05
Dominican University of California,1bd1fd78,San Rafael,1,1,2022-11-30,2022-11-30
Caroline H. Hume Concert Hall,4bd107f6,San Francisco,1,1,2018-11-17,2018-11-17
Private Venue,73d152a5,Victorville,1,1,2022-09-22,2022-09-22
The Depot,13d735f1,San Francisco,1,1,2018-10-17,2018-10-17
The Cavern,5bd24720,Santa Ana,1,1,2018-10-25,2018-10-25
Private Venue,7bd226f4,Santa Rosa,1,1,2018-08-03,2018-08-03
Drake's: The Barn,33d0503d,West Sacramento,1,1,2022-11-03,2022-11-03
Lost Chord Guitars,13d0c5d9,Solvang,1,1,2022-10-28,2022-10-28
Open the Portal,33d0d885,Los Angeles,1,1,2021-11-27,2021-11-27
Tennessee Jack's,33d0502d,Long Beach,1,1,2022-08-28,2022-08-28
Montalvo Arts Center,3d3ed4f,Saratoga,1,1,2022-12-04,2022-12-04
Public Square Coffee House,23d0189b,La Mesa,1,1,2022-10-14,2022-10-14
Reel & Brand,23d0d08f,Sonoma,1,1,2021-12-19,2021-12-19
The Mondrian,4bd5d7fa,West Hollywood,1,1,2022-10-27,2022-10-27
Tin Roof,3d47583,San Diego,1,1,2020-02-22,2020-02-22
Tirebiter Brewery,5bd153f4,Los Angeles,1,1,2022-09-28,2022-09-28
Lake Merritt Boathouse,33de649d,Oakland,1,1,2020-08-30,2020-08-30
201 Marin Street,6bd10a3a,San Rafael,1,1,2022-09-25,2022-09-25
2158,3bd0882c,Los Angeles,1,1,2020-02-22,2020-02-22
Whiskey Richards,53d583d9,Santa Barbara,1,1,2022-08-27,2022-08-27
Private Venue,5bd34f18,Idyllwild,1,1,2020-11-13,2020-11-13
California State Capitol,13d539f1,Sacramento,1,1,2022-09-21,2022-09-21
Grace First Presbyterian Church,5bd74bfc,Long Beach,1,1,2020-10-04,2020-10-04
The Eagle,33d3e8cd,Los Angeles,1,1,2022-09-25,2022-09-25
The Range at Slab City,43d0f36f,Niland,1,1,2020-01-17,2020-01-17
HITKOR,4bd04b42,Los Angeles,1,1,2022-11-20,2022-11-20
Laurel Canyon,3bd7f000,Los Angeles,1,1,2020-09-12,2020-09-12
"",5bd36f90,Vista,1,1,2022-11-12,2022-11-12
Honeymoon Galleria,4bdf8b9e,Los Angeles,1,1,2020-02-28,2020-02-28
Libretto,1bd1b96c,Paso Robles,1,1,2022-12-16,2022-12-16
Camptonville Community Center,13d2c9a5,Camptonville,1,1,2020-02-08,2020-02-08
Pilgrim United Church of Christ,6bd04a8a,Carlsbad,1,1,2022-10-30,2022-10-30
The Ugly Mug,43d09b8b,Soquel,1,1,2020-01-04,2020-01-04
Coachella Crossroads,7bd182e4,Coachella,1,1,2022-11-11,2022-11-11
Private Venue,4bd1b736,Monterey,1,1,2020-11-08,2020-11-08
Rideau Vineyard,2bd134d6,Solvang,1,1,2022-11-26,2022-11-26
The Old Steeple,3bd32408,Ferndale,1,1,2019-08-24,2019-08-24
Kool Deth Headquarters,2bd1f462,Soquel,1,1,2022-11-23,2022-11-23
Arbor Venice,3d01117,Los Angeles,1,1,2019-08-24,2019-08-24
Walt Disney Studios,5bd5bf18,Burbank,1,1,2022-12-13,2022-12-13
Downtown Sand City,5bd48b3c,Sand City,1,1,2019-08-24,2019-08-24
Calvary Church of Santa Ana,1bd2d918,Santa Ana,1,1,2021-12-07,2021-12-07
Armadillo Music,43d20713,Davis,1,1,2019-10-19,2019-10-19
Ghostlight,43d01357,Stockton,1,1,2021-12-04,2021-12-04
Electric Loft,43d12f2b,Pomona,1,1,2019-12-27,2019-12-27
Monica's Riverview,bd0216e,Antioch,1,1,2021-12-17,2021-12-17
The Portofino Hotel & Marina,5bd3f3c8,Redondo Beach,1,1,2019-08-30,2019-08-30
Westminster Presbyterian Church,23d5089b,Sacramento,1,1,2021-12-10,2021-12-10
"",53d4d3b5,Walnut Creek,1,1,2022-10-29,2022-10-29
Booksmith,53d0d7f9,San Anselmo,1,1,2021-12-11,2021-12-11
The Farmers Market,13d77dd5,Los Angeles,1,1,2019-08-24,2019-08-24
Brew Coffee Spot,6bd33622,La Mesa,1,1,2020-01-24,2020-01-24
The Miracle Mile District,5bd01338,Stockton,1,1,2019-09-28,2019-09-28
Community School of Music and Arts,6bd33aea,Mountain View,1,1,2020-01-18,2020-01-18
Downtown Modesto,43d7f337,Modesto,1,1,2019-12-14,2019-12-14
Mad Muse Studios,7bdec228,Los Angeles,1,1,2020-05-28,2020-05-28
Mmhmmm at The Standard Hollywood,bde0912,West Hollywood,1,1,2019-11-22,2019-11-22
Marin Center Showcase Theater,33d20061,San Rafael,1,1,2020-02-23,2020-02-23
Goin' Underground,13d19d75,Los Angeles,1,1,2019-10-06,2019-10-06
Etta Apartments,13df89e1,San Francisco,1,1,2020-01-26,2020-01-26
El Ray Theatre,33de8c79,Chico,1,1,2019-09-21,2019-09-21
Private Venue,13d3550d,Dixon,1,1,2020-10-08,2020-10-08
College of Marin,6bd466f2,Kentfield,1,1,2019-08-30,2019-08-30
Clouds: Virtual Concert 2020,7bd092b4,Los Angeles,1,1,2020-10-24,2020-10-24
Moe's Original BBQ,43d50bd3,Tahoe City,1,1,2019-10-18,2019-10-18
Skypark at Santa's Village,5bd347c4,Skyforest,1,1,2020-12-19,2020-12-19
Manny's,6bd06aca,San Francisco,1,1,2019-09-08,2019-09-08
Merton House,43d22ba3,Isla Vista,1,1,2020-01-18,2020-01-18
Newark Community Park,3d271af,Newark,1,1,2018-09-23,2018-09-23
Pandora Media Headquarters,6bd4f22a,Oakland,1,1,2020-09-15,2020-09-15
Oracle Tavern Bar,1bd00958,Los Angeles,1,1,2022-10-06,2022-10-06
Boo Boo Records,43d71b4b,San Luis Obispo,1,1,2020-03-01,2020-03-01
WildCat Studios,7bd06e68,Escondido,1,1,2022-09-02,2022-09-02
Inter-Mountain Fair & Event Center,13d08121,McArthur,1,1,2019-08-31,2019-08-31
Appleton Grill,6bd532b6,Watsonville,1,1,2018-08-25,2018-08-25
Andrews Park,3bd3f454,Vacaville,1,1,2019-08-24,2019-08-24
Hollywood and Highland Center,1bd7dd1c,Los Angeles,1,1,2018-11-09,2018-11-09
Antique Gas & Steam Engine Museum,2bd07026,Vista,1,1,2019-08-17,2019-08-17
The Hub RWC,4bd27762,Redwood City,1,1,2018-10-30,2018-10-30
Milk Studios,4bd4af66,Los Angeles,1,1,2019-10-10,2019-10-10
Siskiyou Golden Fairgrounds,2bd4c0be,Yreka,1,1,2018-09-28,2018-09-28
Don's String Shop,23d3589b,Los Osos,1,1,2019-11-16,2019-11-16
The Lafayette Hotel,6bd57af6,San Diego,1,1,2018-10-27,2018-10-27
Trilogy,1bd5e158,Rio Vista,1,1,2019-11-23,2019-11-23
Viewpoint School,3d2710b,Calabasas,1,1,2018-10-31,2018-10-31
Frank H. Ogawa Plaza,5bd5ef60,Oakland,1,1,2019-09-14,2019-09-14
"Jack Adams Hall, SF State University",5bd017a0,San Francisco,1,1,2018-10-18,2018-10-18
Rock Wall Wine Company,73d3daa9,Alameda,1,1,2019-11-02,2019-11-02
Pasadena Convention Center,6bd6d642,Pasadena,1,1,2018-09-22,2018-09-22
The Ice House,bd7691a,Pasadena,1,1,2019-09-12,2019-09-12
Christopher Cohan Performing Arts Center,73d672f9,San Luis Obispo,1,1,2018-10-01,2018-10-01
Faultline,6bd6360e,Los Angeles,1,1,2019-12-15,2019-12-15
Acoustic Guitar Magazine,bd2091e,Richmond,1,1,2018-09-13,2018-09-13
The Orinda Get-Down,3bd328cc,Orinda,1,1,2019-10-27,2019-10-27
The Flint Center for the Performing Arts,13d61965,Cupertino,1,1,2018-12-15,2018-12-15
Phoenix Hotel,53d3eba9,San Francisco,1,1,2019-09-22,2019-09-22
The City Market of Los Angeles,13d0c13d,Los Angeles,1,1,2018-09-13,2018-09-13
blnkeast,33d3ec31,Los Angeles,1,1,2019-09-09,2019-09-09
Village Events Plaza,33d214f5,Mammoth,1,1,2018-08-24,2018-08-24
Sacramento International Airport,33d00405,Sacramento,1,1,2019-11-27,2019-11-27
Thousand Oaks Civic Arts Plaza,2bd39012,Thousand Oaks,1,1,2018-11-07,2018-11-07
H.Art Lounge,33d2f8b1,Placerville,1,1,2018-11-21,2018-11-21
Studio,23d35c5f,Redlands,1,1,2018-09-02,2018-09-02
The Maltese,7bd42670,Chico,1,1,2018-09-13,2018-09-13
Palm Desert Marriott,33d5c419,Palm Desert,1,1,2018-11-09,2018-11-09
The Deep End Club,1bd3f51c,Los Angeles,1,1,2018-08-24,2018-08-24
Simi Valley Cultural Arts Center,3bd064f0,Simi Valley,1,1,2022-12-07,2022-12-07
Timewarp Records,5bd3d3e8,Venice,1,1,2018-11-02,2018-11-02
The Cave Studios,2bd03886,Los Angeles,1,1,2018-09-07,2018-09-07
Plant Food Supper Club,bd21d3e,Idyllwild,1,1,2018-08-11,2018-08-11
Rippin' Ol' Boi' Rampage,2bd208ce,Portola,1,1,2018-09-01,2018-09-01
Seven Grand,73d5de0d,San Diego,1,1,2018-10-26,2018-10-26
"",33d7443d,West Covina,1,1,2022-12-09,2022-12-09
The Glass House,43d25f2f,San Jose,1,1,2018-11-15,2018-11-15
The Short Stop,1bd12538,Los Angeles,1,1,2022-09-11,2022-09-11
The Salty Frog,2bd20022,San Diego,1,1,2018-09-28,2018-09-28
UCSC Trading Post,33d18061,Santa Cruz,1,1,2022-11-19,2022-11-19
Craneway Pavilion,2bd3a8a6,Richmond,1,1,2018-12-31,2018-12-31
Dancing Oak Ranch,3bd39860,Ventura,1,1,2018-09-14,2018-09-14
Vista Theatre,1bd67184,Los Angeles,1,1,2018-12-10,2018-12-10
Grandmaster Records,4bd05bda,Los Angeles,1,1,2022-10-18,2022-10-18
Throckmorton Theatre,bd7a93a,Mill Valley,1,1,2018-11-24,2018-11-24
KCSB Radio,1bd4d92c,Santa Barbara,1,1,2022-10-25,2022-10-25
Rancho Mirage Amphitheater,53d2df31,Rancho Mirage,1,1,2018-10-06,2018-10-06
